headings,label
റ​ബ​ര്‍ വി​ല​സ്ഥി​ര​താ പ​ദ്ധ​തി: 595 കോ​ടി ലാ​പ്സാ​യി; കു​ടി​ശി​ക 157 കോ​ടി,business
കൃഷ്ണ ഭക്തിയില്‍ മുഴുകി നീതാ അംബാനിയുടെ നൃത്തം; വീഡിയോ കാണാം,entertainment
റിലയന്‍സ് കമ്മ്യൂണികേഷന്റെ ഓഹരി വില കൂപ്പുകുത്തുന്നു; മുഖവിലയിലും താഴെയെത്തിയതോടെ ഓഹരി ഉടമകള്‍ വിറ്റൊഴിയുന്നു,business
ഏകദിന റണ്‍വേട്ടയില്‍ രാഹുല്‍ ദ്രാവിഡിനെ മറികടക്കാനൊരുങ്ങി വിരാട് കോഹ്ലി,sports
പരിക്ക് വില്ലനായി വില്യംസന്റെ ഐ പി എല്‍ വരവ് വൈകിയേക്കും,sports
സാഫ് വനിതാ കപ്പില്‍ ഇന്ത്യന്‍ ടീമിന് നേപ്പാളില്‍ വിജയ തുടക്കം,sports
അലയന്‍സ് അരീനയില്‍ മാനെ മാജിക്ക്; ലിവര്‍പൂള്‍ ബ്രില്ല്യന്‍സില്‍ മുങ്ങി ബയേണ്‍ മ്യൂണിക്ക്,sports
"ഇന്ത്യയുടെ വ്യവസായ ഉല്‍പാദന വളര്‍ച്ചയില്‍ കുറവ്;  ജനുവരിയിലെ വ്യവസായ ഉല്‍പാദന സൂചിക വളര്‍ച്ച 1.7 ശതമാനം, വൈദ്യുതി ഉല്‍പാദനം മെല്ലേപ്പോക്കില്‍",business
ഹെല്‍ത്ത് ഇന്‍ഷുറന്‍സ്: ഉയര്‍ന്ന തുകയാണോ വില്ലന്‍? മാസ തവണയില്‍ പ്രീമിയം അടയ്ക്കാനുള്ള സൗകര്യം വരുന്നു,business
"
സ്കൂള്‍ ഓര്‍മ്മകളുമായി അസുര; 'ജൂണി'ലെ പുതിയ ഗാനം
                                            
",entertainment
സാനിയയുടെ സഹോദരിക്ക് വരന്‍ അസ്ഹറൂദ്ദീന്റെ മകന്‍?,sports
"ഇന്ത്യ , ഓസ്‌ട്രേലിയ നാലാം ഏകദിനത്തില്‍ ഓസ്ട്രേലിയക്ക്‌ ജയം",sports
ഫ്രൂട്ട് ജ്യൂസുമായി അമൂല്‍,business
കേ​​​​ന്ദ്ര​​​​സ​​​​ര്‍​​​​ക്കാ​​​​രി​​​​ന്‍റെ പു​​​​തി​​​​യ റ​​​​ബ​​​​ര്‍ ന​​​​യം കേ​​​​ര​​​​ള​​​​ത്തി​​​​ലെ ക​​​​ര്‍​​​​ഷ​​​​ക​​​​ര്‍​​​​ക്ക് ഇ​​​​രു​​​​ട്ട​​​​ടി​​​​യാ​​​​കുമെന്ന് ഇ​ന്ത്യ​ന്‍ റ​ബ​ര്‍ ഡീ​ലേ​ഴ്സ് ഫെ​ഡ​റേ​ഷ​ന്‍,business
ഇംഗ്ലീഷ് പ്രീമിയര്‍ ലീഗില്‍ മാഞ്ചസ്റ്റര്‍ യുണൈറ്റഡിനെ തളച്ച്‌ ആഴ്‌സണല്‍,sports
നാലാം ഏകദിനത്തില്‍ ഇന്ത്യയ്ക്ക് 5 വിക്കറ്റ് നഷ്ടമായി; ധവാന് ഏകദിനത്തിലെ ഉയര്‍ന്ന സ്‌കോര്‍..!!!; രോഹിത്തിന് 95; സ്‌കോര്‍ 300 കടന്നു,sports
ഫോം മങ്ങി ധോണിക്ക് വിശ്രമം അനുവദിച്ച്‌ ടീം ഇന്ത്യ; അവസാന രണ്ട് മത്സരങ്ങളില്‍ റിഷഭ് പന്ത് വിക്കറ്റിന് പിന്നില്‍ ഇന്ത്യക്കായി ഗ്ലൗസണിയും; പരിക്കേറ്റ ഷമിയും കളിച്ചേക്കില്ല; നാളത്തെ മത്സരം ജയിച്ചാല്‍ പരമ്ബര നേട്ടം,sports
മികച്ച റിട്ടയര്‍മെന്റ് പ്ലാന്‍ തിരഞ്ഞെടുക്കാന്‍ ചില വഴികള്‍,business
"കളമൊരുങ്ങി, ഇനി തമ്മിലൊരാള്‍ മാത്രം; ഐഎസ്‌എല്‍ ഫൈനലില്‍ ബെംഗളൂരുവിന് എതിരാളി ഗോവ",sports
ശ്രേയ ഘോഷാല്‍ ആലപിച്ച 'മേരാ നാം ഷാജി'യിലെ ഗാനം,entertainment
റാഞ്ചി ഏകദിനം: ഓസ്ട്രേലിയക്കെതിരെ ഇന്ത്യക്ക് ടോസ്,sports
"""മാഞ്ചസ്റ്ററിനോട് ഏറ്റ തോല്‍വി ഉറക്കം നഷ്ടപ്പെടുത്തുന്നു"" - എമ്ബപ്പെ",sports
കങ്കാരുപ്പടയുടെ കൗണ്ടര്‍ അറ്റാക്ക്: നിലംതൊടാതെ ഇന്ത്യ,sports
"എല്ലാവരുടെയും വാ അടപ്പിച്ച്‌ ആര്യയ്ക്ക് മലാഖ പോലൊരു പെണ്ണ്, ആഡംബര വിവാഹ ചിത്രങ്ങള്‍",entertainment
ജൂണിനു ശേഷം സൈക്ലിസ്റ്റാകാന്‍ രജിഷ വിജയന്‍! ഒളിമ്ബിക്‌സിനു തയ്യാറെടുക്കുന്ന കായികതാരമായി നടി,entertainment
"ഐപിഎല്‍ മത്സര സമയം ; ക്രിക്കറ്റ് പ്രേമികള്‍ക്ക് സന്തോഷ വാര്‍ത്ത, ഫൈനല്‍ സമയത്തില്‍ മാറ്റം",sports
"കിസാന്‍ സമ്മാന്‍ നിധി: എങ്ങനെ അപേക്ഷിക്കാം, ഗുണം ആര്‍ക്കൊക്കെ: അറിയേണ്ടതെല്ലാം",business
"പുതിയൊരു ആശയവുമായി കോഹ് ലിയും ധോനിയും;റാഞ്ചിയില്‍ അതിന്റെ തുടക്കം, പട്ടാളത്തൊപ്പിയുമായി കളി",sports
ടീമില്‍ എന്തൊക്കെ മാറ്റങ്ങള്‍ ഉണ്ടായാലും വിജയത്തില്‍ വിട്ടുവീഴ്ചയില്ലെന്ന് വിരാട് കോഹ്ലി,sports
ചരിത്ര നേട്ടവുമായി ഓണ്‍ലൈന്‍ ഗെയിമിംഗ് വ്യവസായം; വരുമാനത്തിലധികവും മൊബൈല്‍ ഫോണ്‍ വഴി,business
ഓഹരിവിപണി അവസാനിച്ചത് നഷ്ടത്തില്‍,business
സാ​മ്ബ​ത്തി​ക വ​ള​ര്‍​ച്ച​ത്തോ​ത് പ്രതീക്ഷിച്ചതിലും താഴേക്ക്; ഏ​പ്രിലിലെ പ​ണ​ന​യ ​ക​മ്മി​റ്റി പ​ലി​ശ കു​റ​യ്ക്കാ​ന്‍ സാ​ധ്യ​ത,business
അന്ധധുന്‍ ചൈനയില്‍ റിലീസിനൊരുങ്ങുന്നു,entertainment
എന്റെ യഥാര്‍ത്ഥ പേര് ഇതാണ്: പിന്നീട് സിനിമയ്ക്കു വേണ്ടി ജയസൂര്യ എന്നാക്കുകയായിരുന്നു,entertainment
ഇന്ത്യയ്ക്ക് ബാറ്റിംഗ് ; ടീമില്‍ 4 മാറ്റങ്ങള്‍,sports
അസ്‌കര്‍ അലിയും ബൈജുവും ഒന്നിക്കുന്ന ജീംബൂംബ- ടീസര്‍,entertainment
കുട്ടികള്‍ക്കായുള്ള ഇന്ത്യയിലെ മികച്ച  നിക്ഷേപ പദ്ധതികള്‍,business
ഗ്രാമവാസീസ്: പുതിയ പോസ്റ്റര്‍ പുറത്തിറങ്ങി,entertainment
ഇക്കാര്യങ്ങള്‍ ചെയ്താല്‍ രാജ്യത്തിന്‍റെ ജിഡിപി സ്ഥിരമായി ഉയര്‍ന്ന് നില്‍ക്കും: ശുപാര്‍ശ പ്രകടന പത്രിക പുറത്ത്,business
സീതയ്ക്കരികിലേക്ക് ഇന്ദ്രനെത്തി? മരണത്തെ അതിജീവിച്ച നായകന്‍! സീതയില്‍ കൊടും ട്വിസ്റ്റ്! കാണൂ!,entertainment
"സിദാന്‍ വിയര്‍ക്കും, മറികടക്കേണ്ട കടമ്ബകള്‍ ഏറെ, തിരിച്ചുവരവ് അബദ്ധമോ?",sports
തകര്‍ത്തടിച്ച്‌ ഓസ്‌ട്രേലിയ അവസാന ഓവറുകളില്‍ ഇന്ത്യന്‍ തിരിച്ചുവരവ്,sports
ദിലീപ് സ്വന്തമാക്കിയ റെക്കോര്‍ഡ്! കോടതി സമക്ഷം ബാലന്‍ വക്കീല്‍ സൂപ്പര്‍ ഹിറ്റാണെന്ന് നിര്‍മാതാക്കള്‍,entertainment
നിരുത്തരവാദിത്വത്തോടെ എങ്ങനെ ബാറ്റ് ചെയ്യാം? ഇന്ത്യന്‍ ടീമിനെ നോക്കിയാല്‍ മതി;ഇംഗ്ലണ്ടിനോട് ഒരു റണ്‍സിന് തോറ്റു,sports
8000 ക്ല​ബി​ല്‍ രോ​ഹി​ത്തും..!,sports
അമേരിക്ക-ചൈന വ്യാപാരയുദ്ധം പരിസമാപ്തിയിലേക്ക്,business
ഫൈനല്‍ മത്സരത്തില്‍ രണ്ടും കല്‍പ്പിച്ച്‌ ഇന്ത്യ ; സാധ്യത ടീം ഇങ്ങനെ.,sports
ടീമില്‍ മാറ്റങ്ങളുണ്ടായേക്കാം എന്നാല്‍ വിജയത്തില്‍ വിട്ടുവീഴ്ച ഇല്ലെന്ന് കൊഹ്ലി,sports
ബംഗളൂരു x ഗോവ ഫൈനല്‍,sports
ഐഎസ്‌എല്‍: നോര്‍ത്ത് ഈസ്റ്റിനെ തകര്‍ത്ത് ബംഗളൂരു എഫ്‌സി ഫൈനലില്‍,sports
